Element Name,IWA Title,DWA Title
Assisting and Caring for Others,Assist individuals with paperwork.,Assist individuals with paperwork.
Assisting and Caring for Others,Assist individuals with special needs.,Feed patients.
Assisting and Caring for Others,Assist individuals with special needs.,Assist patients with hygiene or daily living activities.
Assisting and Caring for Others,Assist individuals with special needs.,Assist clients in handling details of daily life.
Assisting and Caring for Others,Assist individuals with special needs.,Develop daily schedules for children or families.
Assisting and Caring for Others,Assist individuals with special needs.,Assist students with special educational needs.
Assisting and Caring for Others,Assist individuals with special needs.,Assist disabled or incapacitated individuals.
Assisting and Caring for Others,Assist individuals with special needs.,Assist individuals with special needs.
Assisting and Caring for Others,Assist individuals with special needs.,Provide for basic needs of children.
Assisting and Caring for Others,Assist individuals with special needs.,Assist patients with daily activities.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist motorists or pedestrians.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.","Greet customers, patrons, or visitors."
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist customers to ensure comfort or safety.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist patrons with entering or exiting vehicles or other forms of transportation.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.","Make travel, accommodations, or entertainment arrangements for others."
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist passengers during vehicle boarding.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Help patrons use library or archival resources.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist customers with seating arrangements.
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Arrange services or reservations for patrons.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Assist practitioners to perform medical procedures.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Hold patients to ensure proper positioning or safety.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Adjust positions of patients on beds or tables.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Position patients for treatment or examination.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Assist healthcare practitioners during examinations or treatments.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Assist healthcare practitioners during surgery.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Prepare patients physically for medical procedures.
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Maintain sterile operative fields.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Care for patients with mental illnesses.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.","Treat acute illnesses, infections, or injuries."
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Operate on patients to treat conditions.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat dental problems or diseases.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat animal injuries or illnesses.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Administer cancer treatments.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat chronic diseases or disorders.
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat patients using alternative medical procedures.
Selling or Influencing Others,Advocate for individual or community needs.,Advocate for individual or community needs.
Selling or Influencing Others,Sell products or services.,Merchandise healthcare products or services.
Selling or Influencing Others,Sell products or services.,Sell agricultural products.
Selling or Influencing Others,Sell products or services.,Customize financial products or services to meet customer needs.
Selling or Influencing Others,Sell products or services.,Contract real estate to clients.
Selling or Influencing Others,Sell products or services.,Sell products or services.
Selling or Influencing Others,Sell products or services.,Customize energy products or services to meet customer needs.
Selling or Influencing Others,"Promote products, services, or programs.",Perform marketing activities.
Selling or Influencing Others,"Promote products, services, or programs.",Demonstrate products to consumers.
Selling or Influencing Others,"Promote products, services, or programs.",Promote environmental sustainability or conservation initiatives.
Selling or Influencing Others,"Promote products, services, or programs.","Market products, services, or events."
Selling or Influencing Others,"Promote products, services, or programs.",Contact current or potential customers to promote products or services.
Selling or Influencing Others,"Promote products, services, or programs.",Promote educational institutions or programs.
Selling or Influencing Others,"Promote products, services, or programs.",Deliver promotional presentations to current or prospective customers.
Selling or Influencing Others,"Promote products, services, or programs.",Promote agricultural or hunting activities.
Selling or Influencing Others,"Promote products, services, or programs.",Distribute promotional literature or samples to customers.
Selling or Influencing Others,"Promote products, services, or programs.","Promote products, activities, or organizations."
Selling or Influencing Others,"Promote products, services, or programs.","Model cosmetics, clothing, or accessories."
Selling or Influencing Others,"Promote products, services, or programs.","Promote products, services, or programs."
Resolving Conflicts and Negotiating with Others,Mediate disputes.,Resolve interpersonal conflicts.
Resolving Conflicts and Negotiating with Others,Mediate disputes.,Arbitrate disputes between parties to resolve legal conflicts.
Resolving Conflicts and Negotiating with Others,Mediate disputes.,Mediate disputes.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate sales or lease agreements for products or services.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Arrange collective bargaining agreements.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate labor disputes.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,"Negotiate contracts for transportation, distribution, or logistics services."
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate purchases or contracts.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate financial arrangements.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate prices or other sales terms.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,"Negotiate contracts for environmental remediation, green energy, or renewable resources."
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate agreements to resolve disputes.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate contracts with clients or service providers.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate project specifications.
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate for services.
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve employee or contractor problems.
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve operational performance problems.
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve personnel problems.
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve issues affecting transportation operations.
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Audition for roles.
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Perform for recordings.
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Perform music for the public.
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Collaborate with others to prepare or perform artistic productions.
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Entertain public with comedic or dramatic performances.
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Perform dances.
Performing for or Working Directly with the Public,Conduct amusement or gaming activities.,Operate gaming equipment.
Performing for or Working Directly with the Public,Conduct amusement or gaming activities.,Conduct amusement or gaming activities.
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Respond to customer problems or complaints.
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Respond to customer inquiries.
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Answer customer questions about goods or services.
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Communicate with customers to resolve complaints or ensure satisfaction.
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Resolve customer complaints or problems.
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Correspond with customers to answer questions or resolve complaints.
Training and Teaching Others,Teach life skills.,Teach basic living or other adaptive skills to patients or caregivers.
Training and Teaching Others,Teach life skills.,Teach life skills or strategies to clients or their families.
Training and Teaching Others,Teach life skills.,Teach daily living skills or behaviors.
Training and Teaching Others,Teach life skills.,Teach life skills.
Training and Teaching Others,Teach academic or vocational subjects.,Teach vocational courses.
Training and Teaching Others,Teach academic or vocational subjects.,Teach classes in area of specialization.
Training and Teaching Others,Teach academic or vocational subjects.,Teach social science courses at the college level.
Training and Teaching Others,Teach academic or vocational subjects.,Lead classes or community events.
Training and Teaching Others,Teach academic or vocational subjects.,Guide class discussions.
Training and Teaching Others,Teach academic or vocational subjects.,Apply multiple teaching methods.
Training and Teaching Others,Teach academic or vocational subjects.,Teach online courses.
Training and Teaching Others,Teach academic or vocational subjects.,Instruct college students in social sciences or humanities disciplines.
Training and Teaching Others,Teach academic or vocational subjects.,Instruct college students in physical or life sciences.
Training and Teaching Others,Teach academic or vocational subjects.,Tutor students who need extra assistance.
Training and Teaching Others,Teach academic or vocational subjects.,Teach humanities courses at the college level.
Training and Teaching Others,Teach academic or vocational subjects.,Teach physical science or mathematics courses at the college level.
Training and Teaching Others,Teach academic or vocational subjects.,Read to students.
Training and Teaching Others,Teach safety procedures or standards to others.,Educate the public about fire safety or prevention.
Training and Teaching Others,Teach safety procedures or standards to others.,Teach safety standards or environmental compliance methods.
Training and Teaching Others,Teach safety procedures or standards to others.,Provide safety training.
Training and Teaching Others,Train others on operational or work procedures.,Train personnel to enhance job skills.
Training and Teaching Others,Train others on operational or work procedures.,Train personnel on proper operational procedures.
Training and Teaching Others,Train others on operational or work procedures.,Train others in operational procedures.
Training and Teaching Others,Train others on operational or work procedures.,Train personnel.
Training and Teaching Others,Train others on operational or work procedures.,Train sales personnel.
Training and Teaching Others,Train others on operational or work procedures.,Instruct staff in work policies or procedures.
Training and Teaching Others,Train others on operational or work procedures.,Train others on performance techniques.
Training and Teaching Others,Train others on operational or work procedures.,Train staff members.
Training and Teaching Others,Train others on operational or work procedures.,"Train workers in farming, forestry, or hunting techniques."
Training and Teaching Others,Train others on operational or work procedures.,Train food preparation or food service personnel.
Training and Teaching Others,Train others on operational or work procedures.,"Train employees on environmental awareness, conservation, or safety topics."
Training and Teaching Others,Train others on operational or work procedures.,Train personnel in organizational or compliance procedures.
Training and Teaching Others,Train others on operational or work procedures.,Train construction or extraction personnel.
Training and Teaching Others,Train others on operational or work procedures.,Train employees in proper work procedures.
Training and Teaching Others,Train others on operational or work procedures.,Train personnel in technical or scientific procedures.
Training and Teaching Others,Train others on operational or work procedures.,Conduct employee training programs.
Training and Teaching Others,Train others on operational or work procedures.,Train personnel on managerial topics.
Training and Teaching Others,Train others on operational or work procedures.,Train others on work processes.
Training and Teaching Others,Train others on operational or work procedures.,Train transportation or material moving personnel.
Training and Teaching Others,Train others on operational or work procedures.,Train service staff.
Training and Teaching Others,Train others on operational or work procedures.,Train staff members in social services skills.
Training and Teaching Others,Train others to use equipment or products.,Instruct workers to use equipment or perform technical procedures.
Training and Teaching Others,Train others to use equipment or products.,Instruct patients in the use of assistive equipment.
Training and Teaching Others,Train others to use equipment or products.,Teach others to use computer equipment or hardware.
Training and Teaching Others,Train others to use equipment or products.,Train others in computer interface or software use.
Training and Teaching Others,Train others to use equipment or products.,Teach others to use technology or equipment.
Training and Teaching Others,Train others to use equipment or products.,Demonstrate activity techniques or equipment use.
Training and Teaching Others,Train others to use equipment or products.,Train customers in the use of products.
Training and Teaching Others,Train others on health or medical topics.,Teach exercise or fitness techniques.
Training and Teaching Others,Train others on health or medical topics.,Engage patients in exercises or activities.
Training and Teaching Others,Train others on health or medical topics.,Teach physical education.
Training and Teaching Others,Train others on health or medical topics.,Teach medical procedures or medical equipment use to patients.
Training and Teaching Others,Train others on health or medical topics.,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses."
Training and Teaching Others,Train others on health or medical topics.,Conduct health or safety training programs.
Training and Teaching Others,Train others on health or medical topics.,Teach health or hygiene practices.
Training and Teaching Others,Train others on health or medical topics.,Train medical providers.
Training and Teaching Others,Train others on health or medical topics.,Teach health management classes.
Training and Teaching Others,Train others on health or medical topics.,Teach medical procedures to healthcare personnel.
Training and Teaching Others,Train others on health or medical topics.,Train caregivers or other non-medical personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise maintenance workers.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise engineering or other technical personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise trainees.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise service workers.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise production or support personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Direct activities of subordinates.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise information technology personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise clerical or administrative personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise activities of other legal personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise scientific or technical personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise medical support personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise workers providing client or patient services.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise employees.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise patient care personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise technical medical personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise sales or support personnel.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise laboratory work.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise student research or internship work.
"Guiding, Directing, and Motivating Subordinates",Supervise personnel activities.,Supervise workers performing environmentally sustainable activities.
"Guiding, Directing, and Motivating Subordinates",Serve on organizational committees.,Serve on institutional or departmental committees.
"Guiding, Directing, and Motivating Subordinates",Coordinate artistic or entertainment activities.,Manage content of broadcasts or presentations.
"Guiding, Directing, and Motivating Subordinates",Coordinate artistic or entertainment activities.,Direct productions or performances.
"Guiding, Directing, and Motivating Subordinates",Coordinate artistic or entertainment activities.,Coordinate musical rehearsals or performances.
"Guiding, Directing, and Motivating Subordinates",Coordinate artistic or entertainment activities.,Coordinate athletic or sporting events or activities.
"Guiding, Directing, and Motivating Subordinates",Coordinate artistic or entertainment activities.,Coordinate artistic activities.
"Guiding, Directing, and Motivating Subordinates",Manage agricultural or forestry operations.,Coordinate forestry or agricultural activities.
"Guiding, Directing, and Motivating Subordinates",Manage agricultural or forestry operations.,Manage agricultural or forestry operations.
"Guiding, Directing, and Motivating Subordinates",Manage agricultural or forestry operations.,"Direct activities of agricultural, forestry, or fishery employees."
"Guiding, Directing, and Motivating Subordinates",Supervise activities in correctional facilities.,Supervise inmate activities.
"Guiding, Directing, and Motivating Subordinates",Supervise activities in correctional facilities.,Count prison inmates or personnel.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Direct surveying activities.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Direct technical activities or operations.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Coordinate design activities.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Coordinate software or hardware installation.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Direct scientific activities.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Direct natural resources management or conservation programs.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Manage information technology projects or system activities.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Manage scientific or technical project resources.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Direct medical science or healthcare programs.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Direct design or development activities.
"Guiding, Directing, and Motivating Subordinates",Direct scientific or technical activities.,Coordinate cross-disciplinary research programs.
"Guiding, Directing, and Motivating Subordinates",Manage human resources activities.,Coordinate training activities.
"Guiding, Directing, and Motivating Subordinates",Manage human resources activities.,Coordinate personnel recruitment activities.
"Guiding, Directing, and Motivating Subordinates",Manage human resources activities.,Direct employee training programs.
"Guiding, Directing, and Motivating Subordinates",Manage human resources activities.,Manage human resources activities.
"Guiding, Directing, and Motivating Subordinates",Manage control systems or activities.,Direct quality control activities.
"Guiding, Directing, and Motivating Subordinates",Manage control systems or activities.,Coordinate flight control or management activities.
"Guiding, Directing, and Motivating Subordinates",Manage control systems or activities.,Manage control system activities in organizations.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Manage budgets for personal services operations.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Direct financial operations.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Direct fundraising or financing activities.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Prepare operational budgets.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Manage organizational or project budgets.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Manage financial activities of the organization.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Manage budgets for appropriate resource allocation.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Manage organizational or program finances.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Prepare operational budgets for green energy or other green operations.
"Guiding, Directing, and Motivating Subordinates",Manage budgets or finances.,Prepare project budgets.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Direct natural resources extraction projects.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Direct construction or extraction personnel.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Direct construction activities.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Direct installation activities.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Coordinate construction project activities.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Coordinate construction or installation activities.
"Guiding, Directing, and Motivating Subordinates",Direct construction or extraction activities.,Manage construction activities.
"Guiding, Directing, and Motivating Subordinates","Coordinate group, community, or public activities.",Organize recreational activities or events.
"Guiding, Directing, and Motivating Subordinates","Coordinate group, community, or public activities.",Coordinate student extracurricular activities.
"Guiding, Directing, and Motivating Subordinates","Coordinate group, community, or public activities.",Coordinate special events or programs.
"Guiding, Directing, and Motivating Subordinates","Coordinate group, community, or public activities.",Host events.
"Guiding, Directing, and Motivating Subordinates","Coordinate group, community, or public activities.",Organize special events.
"Guiding, Directing, and Motivating Subordinates","Coordinate group, community, or public activities.",Manage outreach activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct operational or production activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct environmental development activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.","Direct sales, marketing, or customer service activities."
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct equipment maintenance or repair activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate sales campaigns.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct funeral or mortuary activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage environmental sustainability projects.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Oversee business processes.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate logistics or other business operations.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct green energy production operations.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage guest services.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.","Manage operations, research, or logistics projects."
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate activities of food service staff.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct operations of correctional facilities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate timing of food production activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate shipping activities with external parties.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct administrative or support services.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage operations of artistic or entertainment departments or organizations.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate activities of production personnel.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate logistics for productions or events.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct maintenance or repair activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage food service operations or parts of operations.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct healthcare delivery programs.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct industrial production activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct maintenance and repair activities in green energy production facilities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct energy production or management activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct facility maintenance or repair activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage clerical or administrative activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Arrange delivery of goods or services.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct passenger or freight transport activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct material handling or moving activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate project activities with other personnel or departments.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Direct department activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate reporting or editing activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage preparation of special meals or diets.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate resource procurement activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Coordinate operational activities.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.",Manage healthcare operations.
"Guiding, Directing, and Motivating Subordinates","Direct organizational operations, activities, or procedures.","Direct organizational operations, projects, or services."
"Guiding, Directing, and Motivating Subordinates",Assign work to others.,Plan employee work schedules.
"Guiding, Directing, and Motivating Subordinates",Assign work to others.,Prepare staff schedules or work assignments.
"Guiding, Directing, and Motivating Subordinates",Assign work to others.,Prepare activity or work schedules.
"Guiding, Directing, and Motivating Subordinates",Assign work to others.,Prepare employee work schedules.
"Guiding, Directing, and Motivating Subordinates",Assign work to others.,Assign class work to students.
"Guiding, Directing, and Motivating Subordinates",Assign work to others.,Assign duties or work schedules to employees.
"Guiding, Directing, and Motivating Subordinates",Coordinate regulatory compliance activities.,Coordinate regulatory documentation activities.
"Guiding, Directing, and Motivating Subordinates",Coordinate regulatory compliance activities.,Coordinate safety or regulatory compliance activities.
"Guiding, Directing, and Motivating Subordinates",Coordinate regulatory compliance activities.,Manage documentation to ensure organization or accuracy.
"Guiding, Directing, and Motivating Subordinates",Direct security or safety activities or operations.,Direct emergency management activities.
"Guiding, Directing, and Motivating Subordinates",Direct security or safety activities or operations.,Manage organizational security activities.
"Guiding, Directing, and Motivating Subordinates",Direct security or safety activities or operations.,Direct fire fighting or prevention activities.
"Guiding, Directing, and Motivating Subordinates",Direct security or safety activities or operations.,Coordinate enforcement of laws or regulations.
"Guiding, Directing, and Motivating Subordinates",Direct security or safety activities or operations.,Direct security operations.
"Guiding, Directing, and Motivating Subordinates",Direct legal activities.,Direct criminal investigations.
"Guiding, Directing, and Motivating Subordinates",Direct legal activities.,Direct law enforcement activities.
"Guiding, Directing, and Motivating Subordinates",Direct legal activities.,Coordinate legal schedules or activities.
"Guiding, Directing, and Motivating Subordinates",Direct legal activities.,Direct courtroom activities or procedures.
Coaching and Developing Others,Coach others.,Coach others.
Coaching and Developing Others,Provide support or encouragement to others.,Encourage patients during therapeutic activities.
Coaching and Developing Others,Provide support or encouragement to others.,Visit individuals in their homes to provide support or information.
Coaching and Developing Others,Provide support or encouragement to others.,Encourage students.
Coaching and Developing Others,Provide support or encouragement to others.,Interact with patients to build rapport or provide emotional support.
Coaching and Developing Others,Provide support or encouragement to others.,Support the professional development of others.
Coaching and Developing Others,Provide support or encouragement to others.,Encourage patients or clients to develop life skills.
Provide Consultation and Advice to Others,Advise patients or clients on medical issues.,"Provide health and wellness advice to patients, program participants, or caregivers."
Provide Consultation and Advice to Others,Advise patients or clients on medical issues.,Advise patients on preventive care techniques.
Provide Consultation and Advice to Others,Advise patients or clients on medical issues.,Provide medical or cosmetic advice for clients.
Provide Consultation and Advice to Others,Advise patients or clients on medical issues.,Advise patients on effects of health conditions or treatments.
Provide Consultation and Advice to Others,Advise patients or clients on medical issues.,Advise patients on healthcare system processes.
Provide Consultation and Advice to Others,Advise others on products or services.,Recommend types of assistive devices.
Provide Consultation and Advice to Others,Advise others on products or services.,Advise customers on technical or procedural issues.
Provide Consultation and Advice to Others,Advise others on products or services.,Advise customers on the use of products or services.
Provide Consultation and Advice to Others,Advise others on products or services.,Recommend products or services to customers.
Provide Consultation and Advice to Others,Advise others on environmental sustainability or green practices.,Advise others about environmental management or conservation.
Provide Consultation and Advice to Others,Advise others on environmental sustainability or green practices.,Advise others regarding green practices or environmental concerns.
Provide Consultation and Advice to Others,Advise others on environmental sustainability or green practices.,Advise others on green energy or related technologies.
Provide Consultation and Advice to Others,Advise others on environmental sustainability or green practices.,Advise others about land management or conservation.
Provide Consultation and Advice to Others,Advise others on the design or use of technologies.,Provide technical guidance to other personnel.
Provide Consultation and Advice to Others,Advise others on the design or use of technologies.,Provide technical support for software maintenance or use.
Provide Consultation and Advice to Others,Advise others on the design or use of technologies.,Provide recommendations to others about computer hardware.
Provide Consultation and Advice to Others,Advise others on the design or use of technologies.,Advise others on the development or use of new technologies.
Provide Consultation and Advice to Others,Advise others on the design or use of technologies.,Provide technical support for computer network issues.
Provide Consultation and Advice to Others,Advise others on the design or use of technologies.,Recommend changes to improve computer or information systems.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,"Advise others on farming or forestry operations, regulations, or equipment."
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Advise others on logistics topics.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Recommend personnel decisions or human resources activities.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Recommend packing or shipping methods.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Advise others on analytical techniques.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,"Advise others on issues related to repairs, installation, or equipment design."
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Recommend organizational process or policy changes.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Advise others on human resources topics.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,"Recommend technical design or process changes to improve efficiency, quality, or performance."
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Advise others on business or operational matters.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Advise others on ways to improve processes or products.
Provide Consultation and Advice to Others,Advise others on business or operational matters.,Recommend changes or corrective procedures.
Provide Consultation and Advice to Others,Advise others on healthcare or wellness issues.,Advise medical personnel regarding healthcare issues.
Provide Consultation and Advice to Others,Advise others on healthcare or wellness issues.,Advise communities or institutions regarding health or safety issues.
